"""id"";""code"";""name"";""description"""
<LI>działalności związanej z usuwaniem ścieków, nieczystości, wywozem śmieci i rekultywacją, sklasyfikowanej w odpowiednich podklasach działów 37, 38, 39,</LI>
<LI> obowiązkowego zabezpieczenia społecznego, sklasyfikowanego w 84.30.Z, </LI>
<LI>opieki zdrowotnej, sklasyfikowanej w odpowiednich podklasach działu 86, </LI>
<LI>działalności muzeów oraz innych obiektów kulturalnych, sklasyfikowanej w odpowiednich podklasach działu 91, </LI>
<LI>działalności rządowych bibliotek i archiwów, sklasyfikowanej w 91.01.A, 91.01.B, </LI>
<LI>działalności sportowej i rekreacyjnej, sklasyfikowanej w odpowiednich podklasach działu 93,</LI>
<LI> edukacji, sklasyfikowanej w odpowiednich podklasach Sekcji P. </LI></UL>"""
"""532"";""84.13.Z"";""Kierowanie w zakresie efektywności gospodarowania"";""<body><h2>84.13.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność administracji publicznej w zakresie kierowania przedsięwzięciami, włącznie z przyznawaniem subwencji różnym sektorom gospodarki, związanymi z: <ul><li>rolnictwem, </li><li>gospodarką gruntami, </li><li>energetyką, kopalnictwem i wydobywaniem,</li><li> infrastrukturą,</li><li> transportem, </li><li>komunikacją, </li><li>hotelarstwem i turystyką, </li><li>handlem hurtowym i detalicznym, </li></ul></li><li>działalność związaną z polityką dotyczącą badań naukowych i prac rozwojowych, której celem jest poprawa efektywności gospodarowania, </li><li>ewidencję pojazdów i wydawanie praw jazdy, </li><li>prowadzenie państwowego zasobu geodezyjnego i kartograficznego, </li><li>prowadzenie państwowych ewidencji, </li><li>działalność związaną z rynkiem siły roboczej,</li><li> wdrażanie środków regionalnej polityki rozwojowej, np. w celu zredukowania bezrobocia. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>badań naukowych i prac rozwojowych, sklasyfikowanych w odpowiednich podklasach działu 72. </li></ul></body>"""
"""533"";""84.21.Z"";""Sprawy zagraniczne"";""<body><h2>84.21.Z</h2><p>Podklasa ta obejmuje:</p><ul><li> kierowanie i wykonywanie prac Ministerstwa Spraw Zagranicznych oraz misji dyplomatycznych i konsularnych znajdujących się poza granicami kraju lub w siedzibach organizacji międzynarodowych, </li><li>kierowanie, wykonywanie i wspieranie działalności informacyjnej i kulturalnej prowadzonej za granicą, </li><li>udzielanie pomocy innym krajom niezależnie od tego, czy jest ona organizowana przez instytucje międzynarodowe, czy nie, </li><li>pomoc militarną na rzecz innych krajów, </li><li>prowadzenie polityki w zakresie handlu zagranicznego, finansów międzynarodowych oraz międzynarodowej współpracy technicznej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>pomocy dla uchodźców, którzy ucierpieli w wyniku katastrof lub konfliktów, sklasyfikowanej w 88.99.Z. </li></ul></body>"""
"""534"";""84.22.Z"";""Obrona narodowa"";""<body><h2>84.22.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>kierowanie i nadzór nad działalnością związaną z obronnością (wojskami lądowymi, morskimi i powietrznymi) obejmujące: <ul><li>bojowe formacje wojsk lądowych, marynarki i wojsk lotniczych,</li><li> jednostki inżynieryjne, transportowe, łączności, wywiadu, zaopatrzenia materiałowego, kadrowego i inne formacje niebojowe, </li><li>obronne formacje pomocnicze i rezerwy: </li></ul><ul><li> <ul><li>wojskowe jednostki logistyczne (zaopatrzenie w sprzęt, jednostki budowlane itp.), </li><li>działalność polowych szpitali wojskowych, </li></ul></li></ul></li><li>kierowanie, funkcjonowanie i wspieranie sił obrony cywilnej, </li><li>działalność w zakresie opracowania strategii na wypadek sytuacji kryzysowej oraz przeprowadzanie ćwiczeń w tym zakresie, </li><li>działalność związaną z polityką dotyczącą badań naukowych i prac rozwojowych w dziedzinie obronności oraz zarządzanie funduszami na te cele. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>badań naukowych i prac rozwojowych, sklasyfikowanych w odpowiednich podklasach działu 72, </li><li>udzielania pomocy wojskowej innym krajom, sklasyfikowanej w 84.21.Z, </li><li>działalności sądów wojskowych, sklasyfikowanej w 84.23.Z, </li><li>zapewnienia bezpieczeństwa na wypadek zagrożenia wewnętrznego w czasie pokoju, klęsk żywiołowych, sklasyfikowanej w 84.24.Z, </li><li>działalności edukacyjnej prowadzonej przez szkoły, uczelnie i akademie wojskowe, sklasyfikowanej w odpowiednich podklasach grupy 85.4, </li><li>działalności szpitali wojskowych, sklasyfikowanej w 86.10.Z. </li></ul></body>"""
"""535"";""84.23.Z"";""Wymiar sprawiedliwości"";""<body><h2>84.23.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność Sądu Najwyższego oraz Trybunałów: Konstytucyjnego i Stanu, </li><li>działalność powszechnych jednostek organizacyjnych prokuratury, sądów powszechnych, sądów administracyjnych, sądów karnych oraz wojskowych prokuratur i sądów, </li><li>działalność więziennictwa, zakładów poprawczych i schronisk dla nieletnich, włączając usługi resocjalizacyjne,</li><li> działalność rehabilitacyjną w przypadku niesłusznie skazanych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>doradztwa i reprezentowania w sprawach cywilnych, karnych i innych, sklasyfikowanych w 69.10.Z, </li><li>działalności szkół w zakładach karnych, zakładach poprawczych i schroniskach dla nieletnich, sklasyfikowanej w odpowiednich podklasach działu 85, </li><li>działalności szpitali w zakładach karnych, sklasyfikowanej w 86.10.Z. </li></ul></body>"""
"""536"";""84.24.Z"";""Bezpieczeństwo państwa, porządek i bezpieczeństwo publiczne"";""<body><h2>84.24.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>kierowanie oraz nadzór nad działalnością regularnych i pomocniczych sił policyjnych, włączając policję portową, graniczną, przybrzeżną i pozostałe formacje policyjne finansowane ze środków publicznych oraz policję drogową, jednostki rejestracji cudzoziemców i utrzymywania archiwów policyjnych, </li><li>zapewnienie bezpieczeństwa na wypadek zagrożenia wewnętrznego, w przypadkach klęsk żywiołowych i innych zagrożeń w czasie pokoju. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności laboratoriów policyjnych, sklasyfikowanej w 71.20.B, </li><li>działalności wojskowych sił zbrojnych, sklasyfikowanej w 84.22.Z. </li></ul></body>"""
"""537"";""84.25.Z"";""Ochrona przeciwpożarowa"";""<body><h2>84.25.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność regularnych i ochotniczych jednostek straży pożarnej w zakresie ochrony przeciwpożarowej, gaszenia pożarów, ratowania ludzi i zwierząt, pomocy w przypadkach klęsk żywiołowych i innych zagrożeń (klęski cywilizacyjne, powodzie, wypadki drogowe itp.), </li><li>działalność operacyjną obejmującą zwalczanie skutków klęsk żywiołowych i katastrof, ratowanie ludzi i zwierząt itp., finansowaną ze środków publicznych, realizowaną poprzez ratownictwo podczas pożarów, ratownictwo techniczne, chemiczne i ekologiczne oraz ratownictwo medyczne realizowane przez jednostki Państwowej Straży Pożarnej oraz jednostki ochotniczych straży pożarnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>ochrony lasu przed pożarami, włącznie z gaszeniem pożarów w lasach, sklasyfikowanej w 02.40.Z, </li><li>gaszenia pożarów na terenach wydobycia ropy naftowej i gazu ziemnego, sklasyfikowanego w 09.10.Z, </li><li>działalności związanej z ochroną przeciwpożarową i gaszeniem pożaru na lotniskach, prowadzonej przez niewyspecjalizowane jednostki, sklasyfikowanej w 52.23.Z. </li></ul></body>"""
"""538"";""84.30.Z"";""Obowiązkowe zabezpieczenia społeczne"";""<body><h2>84.30.Z</h2><p>Podklasa ta obejmuje finansowanie i administrowanie programów rządowych związanych z zabezpieczeniem społecznym, takim jak: </p><ul><li>ubezpieczenia społeczne (emerytalne, rentowe, chorobowe, wypadkowe z tytułu wypadków przy pracy i chorób zawodowych), </li><li>zaopatrzenie emerytalne (np. służb mundurowych, inwalidów wojennych i wojskowych, kombatantów itp.), </li><li>zabezpieczenia społeczne na wypadek bezrobocia, </li><li>powszechne ubezpieczenia zdrowotne. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>nieobowiązkowych ubezpieczeń społecznych, sklasyfikowanych w 65.30.Z,</li><li> działalności ośrodków pomocy społecznej (bez zakwaterowania), sklasyfikowanej w 88.10.Z, 88.99.Z </li></ul></body>"""
"""539"";""85.10.Z"";""Placówki wychowania przedszkolnego"";""<body><h2>85.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wychowanie przedszkolne dla dzieci w wieku od 3 lat do 6 lat, którego celem jest wspieranie rozwoju dziecka i przygotowanie go do rozpoczęcia nauki. Ostatni rok edukacji przedszkolnej (dla dzieci w wieku 6 lat) jest obowiązkowy i prowadzony w przedszkolach lub oddziałach przedszkolnych w szkołach podstawowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>żłobków i pozostałej dziennej opieki nad dziećmi, sklasyfikowanej w 88.91.Z. </li></ul></body>"""
"""540"";""85.20.Z"";""Szkoły podstawowe"";""<body><h2>85.20.Z</h2><p>Podklasa ta obejmuje:</p><ul><li> edukację na poziomie podstawowym zapewniającą uczniom zdobycie umiejętności w zakresie czytania, pisania i liczenia oraz podstawowych umiejętności i wiedzy w zakresie takich przedmiotów, jak: język polski, język obcy nowożytny, matematyka, historia i wiedza o społeczeństwie, przyroda, plastyka, muzyka, technika, informatyka i wychowanie fizyczne. Edukacja w zakresie szkoły podstawowej jest obowiązkowa. Warunkiem koniecznym ukończenia szkoły podstawowej jest przystąpienie do zewnętrznego sprawdzianu przeprowadzanego w klasie szóstej, </li><li>edukację w szkołach artystycznych niedających uprawnień zawodowych (I stopnia) realizujące pierwszy etap kształcenia artystycznego, którego ukończenie nie daje zawodu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>edukacji pozaszkolnej określonej i sklasyfikowanej w odpowiednich podklasach grupy 85.5, </li><li>dziennej opieki nad dziećmi, sklasyfikowanej w 88.91.Z. </li></ul></body>"""
"""541"";""85.42.Z"";""Szkoły wyższe"";"""""
"""542"";""85.51.Z"";""Pozaszkolne formy edukacji sportowej oraz zajęć sportowych i rekreacyjnych"";""<body><h2>85.51.Z</h2><p>Podklasa ta obejmuje kursy, zajęcia sportowe i rekreacyjne dla grup i osób indywidualnych. Zajęcia mogą być prowadzone w szkołach, na obozach, obiektach własnych jednostki nauczającej, obiektach klienta lub innych obiektach, włączając zakwaterowanie. Kursy i zajęcia ujęte w tej podklasie mają charakter formalnie zorganizowany.</p><p> Podklasa ta obejmuje: </p><ul><li>zajęcia sportowe (siatkówkę, koszykówkę, krykiet, piłkę nożną itp.), </li><li>obozy sportowe,</li><li> zajęcia gimnastyczne, </li><li>szkoły nauki jazdy konnej, </li><li>naukę pływania,</li><li> działalność profesjonalnych instruktorów sportowych, nauczycieli i trenerów,</li><li> kursy sztuk walki, kursy jogi, </li><li>kursy gry w karty (np. brydż). </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>pozaszkolnej formy edukacji artystycznej, sklasyfikowanej w 85.52.Z. </li></ul></body>"""
"""543"";""85.52.Z"";""Pozaszkolne formy edukacji artystycznej"";""<body><h2>85.52.Z</h2><p>Podklasa ta obejmuje kursy i zajęcia w zakresie sztuki, teatru oraz muzyki. Jednostki prowadzące ten rodzaj nauczania mogą być nazywane ?szkołami?, ?studiami?, ?klasami? itp. Zapewniają one formalnie zorganizowane zajęcia związane z hobby, rekreacją lub rozwojem własnym. Nie prowadzą one do uzyskania dyplomu zawodowego, licencjata czy stopnia naukowego. </p><p>Podklasa ta obejmuje: </p><ul><li>naukę gry na pianinie i inne zajęcia muzyczne,</li><li> zajęcia z dziedziny sztuki, </li><li>kursy tańca,</li><li> szkoły teatralne, z wyłączeniem akademickich,</li><li> szkoły sztuk pięknych, z wyłączeniem akademickich, </li><li>szkoły sztuk widowiskowych, z wyłączeniem akademickich, </li><li>kursy fotograficzne, z wyłączeniem fotografii profesjonalnej.</li></ul><p> Podklasa ta nie obejmuje: </p><ul><li>szkół artystycznych niedających uprawnień zawodowych, sklasyfikowanych w 85.20.Z, </li><li>szkół plastycznych, sztuk pięknych oraz sztuk widowiskowych zaliczanych do szkół artystycznych dających uprawnia zawodowe, sklasyfikowanych w 85.32.A i 85.41.</li><li>Z, szkół fotograficznych, sklasyfikowanych w 85.32.A,</li><li> szkół wyższych artystycznych, sklasyfikowanych w 85.42.B. </li></ul></body>"""
"""544"";""85.53.Z"";""Pozaszkolne formy edukacji z zakresu nauki jazdy i pilotażu"";""<body><h2>85.53.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>naukę jazdy,</li><li> szkoły pilotażu, żeglarstwa, nawigacji morskiej inne niż wydające zawodowe certyfikaty i uprawnienia. </li></ul><p>Podklasa ta nie obejmuje:</p><ul><li> nauki jazdy realizowanej w szkołach zawodowych, sklasyfikowanej 85.32.A, 85.32.B. </li></ul></body>"""
"""545"";""85.60.Z"";""Działalność wspomagająca edukację"";""<body><h2>85.60.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>doradztwo edukacyjno-zawodowe, </li><li>działalność w zakresie pomocy psychologiczno-pedagogicznej, </li><li>działalność komisji egzaminacyjnych, </li><li>działalność dotyczącą oceny szkoleń, </li><li>organizowanie programów wymiany studenckiej, </li><li>działalność edukacyjną zespołów przedszkoli i szkół. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>badań naukowych i prac rozwojowych w dziedzinie nauk społecznych i humanistycznych, sklasyfikowanych w 72.20.Z </li><li>działalności związanej z doskonaleniem zawodowym nauczycieli sklasyfikowanej w odpowiednich podklasach niniejszej Sekcji. </li></ul></body>"""
"""546"";""86.10.Z"";""Działalność szpitali"";""<body><h2>86.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność szpitali ogólnych oraz specjalistycznych, takich jak: szpitale psychiatryczne, zakłady dla osób uzależnionych, szpitale zakaźne, położnicze zapewniające pacjentom zakwaterowanie i wyżywienie, </li><li>działalność prewentoriów, sanatoriów, centrów rehabilitacyjnych i pozostałych placówek medycznych zapewniających pacjentom zakwaterowanie i wyżywienie, </li><li>działalność szpitali wojskowych i w zakładach karnych, </li><li>usługi personelu medycznego i paramedycznego, </li><li>działalność prowadzoną przez laboratoria, pracownie techniczne, włącznie z usługami radiologów, </li><li>działalność izb przyjęć,</li><li> działalność aptek szpitalnych, </li><li>obsługę sal operacyjnych, usługi wyżywienia oraz pozostałe usługi szpitalne. </li></ul><p>Działalność tych placówek nastawiona jest głównie na obsługę pacjentów przebywających w szpitalach i prowadzona jest pod bezpośrednim nadzorem lekarzy. </p><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży detalicznej wyrobów farmaceutycznych prowadzonej w aptekach, sklasyfikowanej w 47.73.Z,</li><li> badań i analiz laboratoryjnych innych niż medyczne, sklasyfikowanych w 71.20.A, 71.20.B, </li><li>działalności weterynaryjnej, sklasyfikowanej w 75.00.Z, </li><li>działalności polowych szpitali wojskowych, sklasyfikowanej w 84.22.Z, </li><li>konsultacji świadczonych przez lekarzy osobom chorym, sklasyfikowanych w odpowiednich podklasach grupy 86.2, </li><li>praktyki dentystycznej o charakterze ogólnym lub specjalistycznym, np. periodontologii, ortodoncji, sklasyfikowanych w 86.23.Z,</li><li> działalności pogotowia ratunkowego, sklasyfikowanej w 86.90.B, </li><li>działalności paramedycznej, sklasyfikowanej w 86.90.D,</li><li> działalności samodzielnych laboratoriów medycznych, sklasyfikowanej w 86.90.E. </li></ul></body>"""
"""547"";""86.21.Z"";""Praktyka lekarska ogólna"";""<body><h2>86.21.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>działalności szpitali, sklasyfikowanej w 86.10.Z, </li><li>praktyki lekarskiej specjalistycznej, sklasyfikowanej w 86.22.Z, </li><li>praktyki lekarskiej dentystycznej, sklasyfikowanej w 86.23.Z, </li><li>działalności fizjoterapeutycznej, sklasyfikowanej w 86.90.A, </li><li>działalności paramedycznej, sklasyfikowanej w 86.90.D. </li></ul></body>"""
